Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
David Cone,40,NYM,NL,5,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Jeff Conine,37,FLA,NL,25,99,84,13,20,3,0,5,15,0,0,13,10,0.23800000000000002,0.337,0.452,0.789,38,2,0,1,1,0
Jason Conti,28,MIL,NL,30,52,48,3,11,2,0,2,7,0,1,2,18,0.22899999999999998,0.255,0.396,0.6509999999999999,19,1,0,1,1,0
José Contreras,31,NYY,AL,1,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Aaron Cook,24,COL,NL,42,37,29,3,5,0,0,0,3,0,0,2,10,0.172,0.226,0.172,0.39799999999999996,5,1,0,6,0,0
Ron Coomer,36,LAD,NL,69,137,125,11,30,4,0,4,15,0,0,10,19,0.24,0.299,0.368,0.667,46,7,1,0,1,2
Alex Cora,27,LAD,NL,148,514,477,39,119,24,3,4,34,4,2,16,59,0.249,0.287,0.33799999999999997,0.625,161,5,10,9,2,3
Roy Corcoran,23,MON,NL,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Chad Cordero,21,MON,NL,12,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,1,0,0
Francisco Cordero,28,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Wil Cordero,31,MON,NL,130,492,436,57,121,27,0,16,71,1,1,49,90,0.278,0.354,0.45,0.8029999999999999,196,11,4,0,3,5
Marty Cordova,33,BAL,AL,9,39,30,5,7,1,0,1,4,1,0,8,5,0.233,0.41,0.36700000000000005,0.777,11,1,1,0,0,1
Mark Corey,28,PIT,NL,22,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rheal Cormier,36,PHI,NL,61,3,2,1,1,0,0,0,0,0,0,1,0,0.5,0.667,0.5,1.167,1,0,0,0,0,0
Nate Cornejo,23,DET,AL,2,5,4,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Kevin Correia,22,SFG,NL,10,14,13,1,2,0,0,0,2,0,0,0,6,0.154,0.154,0.154,0.308,2,0,0,1,0,0
Humberto Cota,24,PIT,NL,10,17,16,1,4,1,0,0,1,0,0,1,5,0.25,0.294,0.313,0.607,5,0,0,0,0,0
Craig Counsell,32,ARI,NL,89,351,303,40,71,6,3,3,21,11,4,41,32,0.23399999999999999,0.32799999999999996,0.304,0.631,92,4,2,3,2,0
Carl Crawford,21,TBD,AL,151,661,630,80,177,18,9,5,54,55,10,26,102,0.281,0.309,0.36200000000000004,0.6709999999999999,228,5,1,1,3,4
Joe Crede,25,CHW,AL,151,580,536,68,140,31,2,19,75,1,1,32,75,0.261,0.308,0.433,0.741,232,11,6,2,4,1
Coco Crisp,23,CLE,AL,99,447,414,55,110,15,6,3,27,15,9,23,51,0.266,0.302,0.353,0.655,146,4,0,7,3,1
Tripp Cromer,35,HOU,NL,3,4,4,0,1,0,1,0,1,0,0,0,0,0.25,0.25,0.75,1.0,3,0,0,0,0,0
Bobby Crosby,23,OAK,AL,11,14,12,1,0,0,0,0,0,0,0,1,5,0.0,0.14300000000000002,0.0,0.14300000000000002,0,0,1,0,0,0
Bubba Crosby,26,LAD,NL,9,12,12,0,1,0,0,0,1,0,0,0,3,0.083,0.083,0.083,0.16699999999999998,1,0,0,0,0,0
Mike Crudale,26,MIL,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Deivi Cruz,30,BAL,AL,152,572,548,61,137,24,2,14,65,1,2,13,49,0.25,0.26899999999999996,0.37799999999999995,0.647,207,13,2,7,2,1
Enrique Cruz,21,MIL,NL,60,76,71,6,6,1,0,0,2,0,0,4,30,0.085,0.145,0.099,0.243,7,2,1,0,0,0
Jose Cruz,29,SFG,NL,158,650,539,90,135,26,1,20,68,5,8,102,121,0.25,0.366,0.414,0.779,223,14,0,2,7,6
Juan Cruz,24,CHC,NL,24,13,12,1,3,0,1,0,1,0,0,0,5,0.25,0.25,0.41700000000000004,0.667,5,0,0,1,0,0
Nelson Cruz,30,COL,NL,19,15,13,1,2,1,0,0,1,0,0,0,2,0.154,0.154,0.231,0.385,3,0,0,2,0,0
Michael Cuddyer,24,MIN,AL,35,114,102,14,25,1,3,4,8,1,1,12,19,0.245,0.325,0.431,0.7559999999999999,44,6,0,0,0,0
Will Cunnane,29,ATL,NL,20,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jack Cust,24,BAL,AL,27,84,73,7,19,7,0,4,11,0,0,10,25,0.26,0.35700000000000004,0.521,0.878,38,0,1,0,0,0
Jeff D'Amico,27,PIT,NL,28,63,48,3,6,1,0,1,3,0,0,6,23,0.125,0.222,0.20800000000000002,0.431,10,2,0,9,0,0
Omar Daal,31,BAL,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Johnny Damon,29,BOS,AL,145,690,608,103,166,32,6,12,67,30,6,68,74,0.273,0.345,0.405,0.75,246,5,2,6,6,4
Vic Darensbourg,32,MON,NL,7,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brian Daubach,31,CHW,AL,95,219,183,26,42,11,0,6,21,1,0,34,54,0.23,0.35200000000000004,0.38799999999999996,0.74,71,3,1,0,1,1
Jeff DaVanon,29,ANA,AL,123,382,330,56,93,16,1,12,43,17,5,42,59,0.282,0.36,0.445,0.805,147,6,1,4,5,0
Ben Davis,26,SEA,AL,80,269,246,25,58,18,0,6,42,0,0,18,61,0.23600000000000002,0.284,0.382,0.6659999999999999,94,5,0,1,4,2
Doug Davis,27,MIL,NL,8,21,20,0,2,0,0,0,0,0,0,0,9,0.1,0.1,0.1,0.2,2,0,0,1,0,0
J.J. Davis,24,PIT,NL,19,38,35,1,7,0,0,1,4,0,1,3,13,0.2,0.263,0.28600000000000003,0.5489999999999999,10,0,0,0,0,0
Jason Davis,23,CLE,AL,2,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Travis Dawkins,24,KCR,AL,3,3,2,0,0,0,0,0,0,0,0,1,2,0.0,0.33299999999999996,0.0,0.33299999999999996,0,0,0,0,0,0
Joey Dawley,31,ATL,NL,5,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Zach Day,25,MON,NL,23,49,47,2,2,0,0,0,2,0,0,1,22,0.043,0.063,0.043,0.105,2,0,0,1,0,0
Valerio De Los Santos,30,PHI,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Roger Deago,26,SDP,NL,2,4,4,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Rick DeHart,33,KCR,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mike DeJean,32,STL,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
David DeJesus,23,KCR,AL,12,10,7,0,2,0,1,0,0,0,0,1,2,0.28600000000000003,0.444,0.5710000000000001,1.016,4,0,1,1,0,0
Carlos Delgado,31,TOR,AL,161,705,570,117,172,38,1,42,145,0,0,109,137,0.302,0.426,0.593,1.0190000000000001,338,9,19,0,7,23
Wilson Delgado,30,ANA,AL,19,58,50,4,16,0,0,0,4,0,0,8,8,0.32,0.414,0.32,0.7340000000000001,16,1,0,0,0,0
David Dellucci,29,NYY,AL,21,58,51,8,9,1,0,1,4,3,0,4,13,0.17600000000000002,0.263,0.255,0.518,13,2,2,1,0,0
Ryan Dempster,26,CIN,NL,22,35,33,1,1,0,0,0,0,0,0,1,19,0.03,0.059000000000000004,0.03,0.08900000000000001,1,0,0,1,0,0
Joe DePastino,29,NYM,NL,2,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mark DeRosa,28,ATL,NL,103,288,266,40,70,14,0,6,22,1,0,16,49,0.263,0.316,0.38299999999999995,0.6990000000000001,102,6,5,0,1,0
Elmer Dessens,32,ARI,NL,34,59,46,1,9,1,1,0,6,0,0,3,11,0.196,0.245,0.261,0.506,12,0,0,10,0,0
Einar Diaz,30,TEX,AL,101,361,334,30,86,14,1,4,35,3,1,9,32,0.257,0.294,0.341,0.635,114,12,10,4,4,0
Matt Diaz,25,TBD,AL,4,10,9,2,1,0,0,0,0,0,0,1,3,0.111,0.2,0.111,0.311,1,0,0,0,0,0
R.A. Dickey,28,TEX,AL,2,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,0,0,0
Mike Difelice,34,KCR,AL,62,205,189,29,48,16,1,3,25,1,0,9,30,0.254,0.299,0.397,0.696,75,6,4,1,2,0
Brendan Donnelly,31,ANA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Octavio Dotel,29,HOU,NL,71,6,6,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Scott Downs,27,MON,NL,1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Darren Dreifort,31,LAD,NL,10,19,15,0,2,1,0,0,1,0,0,1,9,0.133,0.188,0.2,0.38799999999999996,3,0,0,3,0,0
J.D. Drew,27,STL,NL,100,328,287,60,83,13,3,15,42,2,2,36,48,0.289,0.374,0.512,0.8859999999999999,147,6,3,2,0,0
Tim Drew,24,MON,NL,6,2,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Travis Driskill,31,BAL,AL,4,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brandon Duckworth,27,PHI,NL,22,30,27,1,5,0,0,0,2,0,0,2,5,0.185,0.24100000000000002,0.185,0.42700000000000005,5,1,0,1,0,0
Jeff Duncan,24,NYM,NL,56,166,139,13,27,0,2,1,10,4,2,17,41,0.19399999999999998,0.29100000000000004,0.245,0.536,34,1,2,8,0,3
Adam Dunn,23,CIN,NL,116,469,381,70,82,12,1,27,57,8,2,74,126,0.215,0.354,0.465,0.8190000000000001,177,4,10,0,4,8
Erubiel Durazo,29,OAK,AL,154,645,537,92,139,29,0,21,77,1,1,100,105,0.259,0.374,0.43,0.804,231,11,2,0,6,12
Ray Durham,31,SFG,NL,110,469,410,61,117,30,5,8,33,7,7,50,82,0.285,0.366,0.441,0.807,181,4,3,4,2,2
Jayson Durocher,28,MIL,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Trent Durrington,27,ANA,AL,12,17,14,5,2,0,0,0,1,1,1,3,0,0.14300000000000002,0.294,0.14300000000000002,0.43700000000000006,2,0,0,0,0,0
Jermaine Dye,29,OAK,AL,65,253,221,28,38,6,0,4,20,1,0,25,42,0.172,0.261,0.253,0.514,56,11,3,0,4,2
Damion Easley,33,TBD,AL,36,110,107,8,20,3,1,1,7,0,0,2,18,0.187,0.20199999999999999,0.262,0.46399999999999997,28,3,0,1,0,0
Adam Eaton,25,SDP,NL,37,68,56,4,11,3,0,2,3,0,0,4,25,0.196,0.262,0.35700000000000004,0.619,20,1,1,7,0,0
David Eckstein,28,ANA,AL,120,517,452,59,114,22,1,3,31,16,5,36,45,0.252,0.325,0.325,0.6509999999999999,147,9,15,10,4,0
Jim Edmonds,33,STL,NL,137,531,447,89,123,32,2,39,89,1,3,77,127,0.275,0.385,0.617,1.002,276,11,4,1,2,6
Mike Edwards,26,OAK,AL,4,6,4,0,1,0,0,0,0,0,0,2,1,0.25,0.5,0.25,0.75,1,0,0,0,0,0
Joey Eischen,33,MON,NL,67,4,4,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Scott Elarton,27,COL,NL,10,17,14,2,1,0,0,0,0,0,0,2,4,0.071,0.188,0.071,0.259,1,0,0,1,0,0
Cal Eldred,35,STL,NL,61,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Mark Ellis,26,OAK,AL,154,622,553,78,137,31,5,9,52,6,2,48,94,0.248,0.313,0.371,0.684,205,7,7,9,5,4
Jason Ellison,25,SFG,NL,7,10,10,1,1,0,0,0,0,0,0,0,1,0.1,0.1,0.1,0.2,1,0,0,0,0,0
Alan Embree,33,BOS,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Juan Encarnacion,27,FLA,NL,156,653,601,80,162,37,6,19,94,19,8,37,82,0.27,0.313,0.446,0.759,268,17,4,5,6,0
Morgan Ensberg,27,HOU,NL,127,441,385,69,112,15,1,25,60,7,2,48,60,0.29100000000000004,0.377,0.53,0.907,204,10,6,1,1,1
Darin Erstad,29,ANA,AL,67,284,258,35,65,7,1,4,17,9,1,18,40,0.252,0.309,0.33299999999999996,0.642,86,8,4,2,2,1
Felix Escalona,24,TBD,AL,10,29,27,2,5,2,0,0,2,1,0,2,6,0.185,0.24100000000000002,0.259,0.501,7,0,0,0,0,0
Alex Escobar,24,CLE,AL,28,108,99,16,27,2,0,5,14,1,0,7,33,0.273,0.324,0.444,0.769,44,0,1,0,1,1
Kelvim Escobar,27,TOR,AL,2,6,6,1,1,0,0,0,1,0,0,0,3,0.16699999999999998,0.16699999999999998,0.16699999999999998,0.33299999999999996,1,0,0,0,0,0
Bobby Estalella,28,COL,NL,46,165,140,17,28,7,0,7,21,2,0,19,55,0.2,0.294,0.4,0.6940000000000001,56,4,1,2,3,0
Shawn Estes,30,CHC,NL,28,51,39,4,7,1,0,1,3,0,0,2,17,0.179,0.214,0.282,0.496,11,0,0,9,1,0
Johnny Estrada,27,ATL,NL,16,39,36,2,11,0,0,0,2,0,0,0,3,0.306,0.359,0.306,0.665,11,1,3,0,0,0
Leo Estrella,28,MIL,NL,56,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Seth Etherton,26,CIN,NL,7,10,7,0,1,0,0,0,0,0,0,0,2,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,1,0,0,3,0,0
Adam Everett,26,HOU,NL,128,436,387,51,99,18,3,8,51,8,1,28,66,0.256,0.32,0.38,0.7,147,7,9,11,1,6
Carl Everett,32,CHW,AL,73,289,256,40,77,14,0,10,41,4,3,22,36,0.301,0.377,0.473,0.85,121,5,10,0,1,4
Scott Eyre,31,SFG,NL,69,2,2,0,1,0,0,0,0,0,0,0,0,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Kyle Farnsworth,27,CHC,NL,73,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jeff Fassero,40,STL,NL,59,10,9,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Carlos Febles,27,KCR,AL,74,219,196,31,46,5,0,0,11,8,2,13,30,0.235,0.299,0.26,0.5589999999999999,51,8,5,5,0,0
Pedro Feliciano,26,NYM,NL,21,5,3,0,0,0,0,0,0,0,0,1,1,0.0,0.25,0.0,0.25,0,0,0,1,0,0
Pedro Feliz,28,SFG,NL,95,249,235,31,58,9,3,16,48,2,2,10,53,0.247,0.278,0.515,0.7929999999999999,121,7,1,1,2,0
Jared Fernandez,31,HOU,NL,12,10,9,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Anthony Ferrari,25,MON,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Robert Fick,29,ATL,NL,126,460,409,52,110,26,1,11,80,1,0,42,47,0.26899999999999996,0.335,0.418,0.753,171,9,2,0,7,4
Chone Figgins,25,ANA,AL,71,270,240,34,71,9,4,0,27,13,7,20,38,0.29600000000000004,0.345,0.36700000000000005,0.711,88,1,0,6,4,0
Nelson Figueroa,29,PIT,NL,12,7,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Steve Finley,38,ARI,NL,147,582,516,82,148,24,10,22,70,15,8,57,94,0.287,0.363,0.5,0.863,258,6,6,0,3,4
Tony Fiore,31,MIN,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
John Flaherty,35,NYY,AL,40,116,105,16,28,8,0,4,14,0,0,4,19,0.267,0.297,0.457,0.754,48,6,1,5,1,1
Cliff Floyd,30,NYM,NL,108,425,365,57,106,25,2,18,68,3,0,51,66,0.29,0.376,0.518,0.894,189,10,3,0,6,2
Josh Fogg,26,PIT,NL,25,51,42,4,8,0,0,0,1,1,0,2,15,0.19,0.22699999999999998,0.19,0.418,8,0,0,7,0,0
Jesse Foppert,22,SFG,NL,21,38,37,3,3,1,1,0,1,0,0,0,19,0.081,0.105,0.162,0.267,6,1,1,0,0,0
Lew Ford,26,MIN,AL,34,83,73,16,24,7,1,3,15,2,0,8,9,0.32899999999999996,0.402,0.575,0.978,42,1,1,1,0,0
Matt Ford,22,MIL,NL,23,8,7,0,1,1,0,0,1,0,0,1,3,0.14300000000000002,0.25,0.28600000000000003,0.536,2,0,0,0,0,0
Brook Fordyce,33,BAL,AL,108,376,348,28,95,12,2,6,31,2,3,19,44,0.273,0.311,0.371,0.682,129,10,1,6,2,1
Casey Fossum,25,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
John Foster,25,MIL,NL,23,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Keith Foulke,30,OAK,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Andy Fox,32,FLA,NL,70,120,108,12,21,5,1,0,8,1,2,7,29,0.19399999999999998,0.26899999999999996,0.259,0.528,28,2,4,1,0,0
Chad Fox,32,FLA,NL,21,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
John Franco,42,NYM,NL,34,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Julio Franco,44,ATL,NL,103,223,197,28,58,12,2,5,31,0,1,25,43,0.294,0.37200000000000005,0.452,0.8240000000000001,89,8,0,0,1,5
Matt Franco,33,ATL,NL,112,148,134,11,33,5,0,3,15,0,1,11,26,0.24600000000000002,0.299,0.35100000000000003,0.65,47,4,0,1,2,0
Ryan Franklin,30,SEA,AL,2,5,4,1,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,1,0,0
Wayne Franklin,29,MIL,NL,36,71,59,1,10,1,0,0,3,0,0,0,18,0.16899999999999998,0.16899999999999998,0.18600000000000003,0.35600000000000004,11,2,0,12,0,0
Ryan Freel,27,CIN,NL,43,153,137,23,39,6,1,4,12,9,4,9,13,0.285,0.344,0.431,0.775,59,2,4,2,1,1
Brian Fuentes,27,COL,NL,72,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Brad Fullmer,28,ANA,AL,63,235,206,32,63,9,2,9,35,5,4,26,31,0.306,0.387,0.5,0.887,103,4,2,0,1,4
Aaron Fultz,29,TEX,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rafael Furcal,25,ATL,NL,156,734,664,130,194,35,10,15,61,25,2,60,76,0.292,0.35200000000000004,0.44299999999999995,0.794,294,1,3,3,4,2
Eric Gagne,27,LAD,NL,72,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Andres Galarraga,42,SFG,NL,110,293,272,36,82,15,0,12,42,1,3,19,61,0.301,0.35200000000000004,0.489,0.841,133,9,2,0,0,1
Mike Gallo,26,HOU,NL,32,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ron Gant,38,OAK,AL,17,44,41,4,6,0,0,1,4,0,0,2,9,0.146,0.182,0.22,0.401,9,1,0,0,1,0
Daniel Garcia,23,NYM,NL,19,63,56,5,12,2,0,2,6,0,0,2,11,0.214,0.27399999999999997,0.35700000000000004,0.631,20,2,3,1,1,0
Freddy Garcia,26,SEA,AL,1,5,5,0,1,0,0,0,1,0,0,0,0,0.2,0.2,0.2,0.4,1,1,0,0,0,0
Jesse Garcia,29,ATL,NL,13,10,10,6,4,0,1,0,2,0,1,0,1,0.4,0.4,0.6,1.0,6,0,0,0,0,0
Karim Garcia,27,NYY,AL,52,161,151,17,46,5,0,6,21,0,2,9,32,0.305,0.342,0.457,0.799,69,4,0,0,1,1
Reynaldo Garcia,29,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rosman Garcia,24,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Nomar Garciaparra,29,BOS,AL,156,719,658,120,198,37,13,28,105,19,5,39,61,0.301,0.345,0.524,0.87,345,10,11,1,10,1
Jon Garland,23,CHW,AL,2,4,2,0,0,0,0,0,0,0,0,1,0,0.0,0.33299999999999996,0.0,0.33299999999999996,0,0,0,1,0,0
Geoff Geary,26,PHI,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris George,23,KCR,AL,1,3,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,2,0,0
Esteban German,25,OAK,AL,5,4,4,0,1,0,0,0,1,0,0,0,1,0.25,0.25,0.25,0.5,1,1,0,0,0,0
Franklyn German,23,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jody Gerut,25,CLE,AL,127,525,480,66,134,33,2,22,75,4,5,35,70,0.27899999999999997,0.336,0.494,0.83,237,13,7,1,2,4
Jason Giambi,32,NYY,AL,156,690,535,97,134,25,0,41,107,2,1,129,140,0.25,0.41200000000000003,0.527,0.9390000000000001,282,9,21,0,5,9
Jeremy Giambi,28,BOS,AL,50,156,127,15,25,5,0,5,15,1,0,26,42,0.19699999999999998,0.342,0.354,0.696,45,3,2,1,0,0
Jay Gibbons,26,BAL,AL,160,682,625,80,173,39,2,23,100,0,1,49,89,0.27699999999999997,0.33,0.456,0.7859999999999999,285,12,3,0,5,11
Benji Gil,30,ANA,AL,62,135,125,12,24,5,1,1,9,5,1,4,33,0.192,0.214,0.272,0.486,34,5,0,4,2,1
Geronimo Gil,27,BAL,AL,54,186,169,22,40,4,0,3,16,0,0,12,34,0.237,0.299,0.314,0.613,53,2,3,2,0,0
Brian Giles,32,SDP,NL,29,128,104,23,31,4,2,4,18,4,0,20,10,0.298,0.414,0.49,0.904,51,4,2,0,2,1
Marcus Giles,25,ATL,NL,145,635,551,101,174,49,2,21,69,14,4,59,80,0.316,0.39,0.526,0.917,290,7,11,10,4,2
Jason Gilfillan,26,KCR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Keith Ginter,27,MIL,NL,127,415,358,51,92,15,2,14,44,1,1,37,87,0.257,0.35200000000000004,0.42700000000000005,0.779,153,8,17,0,3,1
Charles Gipson,30,NYY,AL,18,12,10,3,2,0,0,0,2,2,1,1,2,0.2,0.273,0.2,0.473,2,0,0,1,0,0
Joe Girardi,38,STL,NL,16,26,23,1,3,0,0,0,1,0,0,3,4,0.13,0.231,0.13,0.361,3,2,0,0,0,0
Doug Glanville,32,CHC,NL,28,55,51,2,12,0,0,1,2,0,1,2,4,0.235,0.259,0.294,0.5529999999999999,15,0,0,1,1,0
Troy Glaus,26,ANA,AL,91,367,319,53,79,17,2,16,50,7,2,46,73,0.248,0.34299999999999997,0.46399999999999997,0.807,148,8,1,0,1,4
Mike Glavine,30,NYM,NL,6,7,7,0,1,0,0,0,0,0,0,0,2,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,1,0,0,0,0,0
Tom Glavine,37,NYM,NL,33,67,53,4,8,1,0,0,3,0,0,4,13,0.151,0.21100000000000002,0.17,0.38,9,0,0,10,0,0
Jonny Gomes,22,TBD,AL,8,16,15,1,2,1,0,0,0,0,0,0,6,0.133,0.188,0.2,0.38799999999999996,3,0,1,0,0,0
Chris Gomez,32,MIN,AL,58,185,175,14,44,9,3,1,15,2,1,7,13,0.251,0.27899999999999997,0.354,0.633,62,10,0,2,1,1
Alex Gonzalez,26,FLA,NL,150,582,528,52,135,33,6,18,77,0,4,33,106,0.256,0.313,0.44299999999999995,0.7559999999999999,234,8,13,3,5,13
Edgar Gonzalez,20,ARI,NL,9,5,4,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,1,0,0
Geremi Gonzalez,28,TBD,AL,3,6,6,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Juan Gonzalez,33,TEX,AL,82,346,327,49,96,17,1,24,70,1,1,14,73,0.294,0.32899999999999996,0.5720000000000001,0.9009999999999999,187,10,4,0,1,1
Luis Gonzalez,35,ARI,NL,156,679,579,92,176,46,4,26,104,5,3,94,67,0.304,0.402,0.532,0.934,308,19,3,0,3,17
Mike Gonzalez,25,PIT,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Raul Gonzalez,29,NYM,NL,107,246,217,28,50,12,2,2,21,3,0,27,34,0.23,0.317,0.332,0.649,72,8,1,0,1,1
Wiki Gonzalez,29,SDP,NL,24,73,65,1,13,5,0,0,10,0,0,5,13,0.2,0.264,0.27699999999999997,0.541,18,3,1,1,1,1
Andrew Good,23,ARI,NL,15,20,16,0,2,0,0,0,1,0,0,0,5,0.125,0.125,0.125,0.25,2,0,0,4,0,0
Tom Goodwin,34,CHC,NL,87,184,171,26,49,10,0,1,12,19,5,11,33,0.287,0.32799999999999996,0.363,0.69,62,3,0,1,1,0
Tom Gordon,35,CHW,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
John Grabow,24,PIT,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jason Grabowski,27,OAK,AL,8,9,8,0,0,0,0,0,0,0,0,1,5,0.0,0.111,0.0,0.111,0,0,0,0,0,0
Mark Grace,39,ARI,NL,66,155,135,13,27,5,0,3,16,0,0,16,15,0.2,0.27899999999999997,0.304,0.583,41,6,0,1,3,2
Tony Graffanino,31,CHW,AL,90,281,250,51,65,15,3,7,23,8,0,24,37,0.26,0.331,0.428,0.759,107,1,3,3,1,1
Danny Graves,29,CIN,NL,30,57,54,2,6,0,0,0,0,1,0,0,15,0.111,0.111,0.111,0.222,6,0,0,3,0,0
Shawn Green,30,LAD,NL,160,691,611,84,171,49,2,19,85,6,2,68,112,0.28,0.355,0.46,0.8140000000000001,281,18,6,0,6,2
Khalil Greene,23,SDP,NL,20,70,65,8,14,4,1,2,6,0,1,4,19,0.215,0.271,0.4,0.6709999999999999,26,3,1,0,0,0
Todd Greene,32,TEX,AL,62,210,205,25,47,10,1,10,20,0,0,2,47,0.22899999999999998,0.243,0.434,0.677,89,2,2,0,1,0
Tom Gregorio,26,ANA,AL,12,21,19,1,3,0,0,0,2,0,0,1,8,0.158,0.23800000000000002,0.158,0.396,3,0,1,0,0,0
Ben Grieve,27,TBD,AL,55,205,165,28,38,7,0,4,17,0,0,32,41,0.23,0.371,0.345,0.716,57,3,6,0,2,1
