Name,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Jay Payton,30,COL,NL,157,658,600,93,181,32,5,28,89,6,4,43,77,0.302,0.354,0.512,0.865,307,27,7,5,3,3
Josh Pearce,25,STL,NL,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jason Pearson,27,STL,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jake Peavy,22,SDP,NL,30,68,55,4,4,0,0,0,1,0,0,3,21,0.073,0.15,0.073,0.223,4,0,2,8,0,0
Kit Pellow,29,COL,NL,11,21,18,6,8,3,1,1,4,0,0,0,4,0.444,0.47600000000000003,0.889,1.365,16,0,2,0,1,0
Carlos Pena,25,DET,AL,131,516,452,51,112,21,6,18,50,4,5,53,123,0.248,0.332,0.44,0.772,199,6,6,1,4,1
Wily Mo Pena,21,CIN,NL,80,181,165,20,36,6,1,5,16,3,2,12,53,0.218,0.28300000000000003,0.358,0.6409999999999999,59,2,3,1,0,2
Brad Penny,25,FLA,NL,31,73,68,3,9,1,1,2,8,0,0,0,27,0.132,0.132,0.265,0.397,18,2,0,5,0,0
Jhonny Peralta,21,CLE,AL,77,270,242,24,55,10,1,4,21,1,3,20,65,0.22699999999999998,0.295,0.326,0.621,79,5,4,2,2,0
Troy Percival,33,ANA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Antonio Perez,23,TBD,AL,48,147,125,19,31,6,1,2,12,4,1,18,34,0.248,0.345,0.36,0.705,45,1,1,2,1,0
Eddie Perez,35,MIL,NL,107,375,350,26,95,17,1,11,45,0,1,17,47,0.271,0.304,0.42,0.7240000000000001,147,16,0,6,2,3
Eduardo Perez,33,STL,NL,105,289,253,47,72,16,0,11,41,5,2,29,53,0.285,0.365,0.478,0.843,121,7,4,1,2,1
Neifi Perez,30,SFG,NL,120,353,328,27,84,19,4,1,31,3,2,14,23,0.256,0.285,0.348,0.632,114,9,0,9,2,3
Odalis Perez,25,LAD,NL,28,63,52,3,5,0,0,0,0,0,0,1,14,0.096,0.113,0.096,0.209,5,2,0,10,0,0
Oliver Perez,21,PIT,NL,5,6,6,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Timo Perez,28,NYM,NL,127,382,346,32,93,21,0,4,42,5,6,18,29,0.26899999999999996,0.301,0.364,0.665,126,5,2,7,9,1
Tomas Perez,29,PHI,NL,125,327,298,39,79,18,1,5,33,0,1,23,54,0.265,0.316,0.38299999999999995,0.698,114,7,0,4,2,11
Herbert Perry,33,TEX,AL,11,24,24,1,4,1,0,0,2,0,0,0,3,0.16699999999999998,0.16699999999999998,0.20800000000000002,0.375,5,0,0,0,0,0
Robert Person,33,BOS,AL,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ben Petrick,26,DET,AL,43,129,120,18,27,6,0,4,12,0,0,8,30,0.225,0.273,0.375,0.648,45,3,0,1,0,0
Andy Pettitte,31,NYY,AL,3,7,7,0,1,0,0,0,1,0,0,0,2,0.14300000000000002,0.14300000000000002,0.14300000000000002,0.28600000000000003,1,0,0,0,0,0
Josh Phelps,25,TOR,AL,119,453,396,57,106,18,1,20,66,1,2,39,115,0.268,0.358,0.47,0.8270000000000001,186,12,17,0,1,3
Tommy Phelps,29,FLA,NL,25,14,11,1,1,0,0,0,0,0,0,2,3,0.091,0.231,0.091,0.322,1,1,0,1,0,0
Brandon Phillips,22,CLE,AL,112,393,370,36,77,18,1,6,33,4,5,14,77,0.20800000000000002,0.242,0.311,0.5529999999999999,115,12,3,5,1,0
Jason Phillips,26,NYM,NL,119,453,403,45,120,25,0,11,58,0,1,39,50,0.298,0.373,0.442,0.815,178,21,10,0,1,3
Adam Piatt,27,TBD,AL,14,36,32,5,6,3,0,2,3,0,0,3,16,0.188,0.25,0.469,0.7190000000000001,15,0,0,0,1,0
Mike Piazza,34,NYM,NL,68,273,234,37,67,13,0,11,34,0,0,35,40,0.28600000000000003,0.377,0.483,0.86,113,11,1,0,3,3
Juan Pierre,25,FLA,NL,162,747,668,100,204,28,7,1,41,65,20,55,35,0.305,0.361,0.373,0.7340000000000001,249,9,5,15,3,1
A.J. Pierzynski,26,MIN,AL,137,533,487,63,152,35,3,11,74,3,1,24,55,0.312,0.36,0.46399999999999997,0.8240000000000001,226,13,15,2,5,12
Joel Pineiro,24,SEA,AL,2,5,4,1,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Dan Plesac,41,PHI,NL,57,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Scott Podsednik,27,MIL,NL,154,628,558,100,175,29,8,9,58,43,10,56,91,0.314,0.379,0.44299999999999995,0.8220000000000001,247,11,4,8,2,2
Placido Polanco,27,PHI,NL,122,554,492,87,142,30,3,14,63,14,2,42,38,0.289,0.35200000000000004,0.447,0.799,220,16,8,8,4,1
Cliff Politte,29,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Sidney Ponson,26,SFG,NL,10,25,22,1,2,1,0,0,0,0,0,0,5,0.091,0.091,0.136,0.22699999999999998,3,1,0,3,0,0
Colin Porter,27,HOU,NL,24,33,32,5,6,0,0,0,0,1,0,1,17,0.188,0.212,0.188,0.4,6,1,0,0,0,0
Jorge Posada,32,NYY,AL,142,588,481,83,135,24,0,30,101,2,4,93,110,0.281,0.405,0.518,0.922,249,13,10,0,4,6
Brian Powell,29,SFG,NL,1,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jay Powell,31,TEX,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Todd Pratt,36,PHI,NL,43,156,125,16,34,10,1,4,20,0,0,22,38,0.272,0.4,0.46399999999999997,0.8640000000000001,58,3,6,1,2,0
Curtis Pride,34,NYY,AL,4,12,12,1,1,0,0,1,1,0,0,0,2,0.083,0.083,0.33299999999999996,0.41700000000000004,4,1,0,0,0,0
Alex Prieto,27,MIN,AL,8,11,11,1,1,0,0,0,0,0,0,0,4,0.091,0.091,0.091,0.182,1,0,0,0,0,0
Tom Prince,38,KCR,AL,8,8,8,0,2,0,0,0,1,0,0,0,0,0.25,0.25,0.25,0.5,2,2,0,0,0,0
Bret Prinz,26,ARI,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mark Prior,22,CHC,NL,31,81,72,6,18,4,0,1,6,0,0,2,27,0.25,0.27,0.34700000000000003,0.617,25,1,0,7,0,0
Brandon Puffer,27,HOU,NL,13,3,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Albert Pujols,23,STL,NL,157,685,591,137,212,51,1,43,124,5,1,79,65,0.359,0.439,0.667,1.1059999999999999,394,13,10,0,5,12
Nick Punto,25,PHI,NL,64,99,92,14,20,2,0,1,4,2,1,7,22,0.217,0.273,0.272,0.544,25,0,0,0,0,1
Paul Quantrill,34,LAD,NL,85,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Ruben Quevedo,24,MIL,NL,8,11,10,1,3,0,0,0,0,0,0,0,5,0.3,0.3,0.3,0.6,3,0,0,1,0,0
Robb Quinlan,26,ANA,AL,38,101,94,13,27,4,2,0,4,1,2,6,16,0.287,0.33,0.37200000000000005,0.7020000000000001,35,3,0,1,0,0
Humberto Quintero,23,SDP,NL,12,24,23,1,5,0,0,0,2,0,0,1,6,0.217,0.25,0.217,0.467,5,0,0,0,0,1
Brad Radke,30,MIN,AL,2,5,5,0,1,0,0,0,0,0,0,0,1,0.2,0.2,0.2,0.4,1,0,0,0,0,0
Brady Raggio,30,ARI,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Tim Raines,23,BAL,AL,20,46,43,4,6,1,1,0,2,0,0,2,12,0.14,0.196,0.209,0.405,9,2,1,0,0,0
Aramis Ramirez,25,CHC,NL,63,255,232,31,60,7,1,15,39,1,1,17,31,0.259,0.314,0.491,0.805,114,4,3,0,3,0
Erasmo Ramirez,27,TEX,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Horacio Ramirez,23,ATL,NL,27,67,61,3,6,0,1,0,2,0,0,0,12,0.098,0.098,0.131,0.23,8,1,0,6,0,0
Julio Ramirez,25,ANA,AL,6,3,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Manny Ramirez,31,BOS,AL,154,679,569,117,185,36,1,37,104,3,1,97,94,0.325,0.42700000000000005,0.5870000000000001,1.014,334,22,8,0,5,28
Mario Ramos,25,TEX,AL,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Joe Randa,33,KCR,AL,131,566,502,80,146,31,1,16,72,1,0,41,61,0.29100000000000004,0.348,0.452,0.8,227,12,7,9,7,0
Scott Randall,27,CIN,NL,15,4,4,0,1,0,0,0,0,0,0,0,1,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Steve Randolph,29,ARI,NL,48,4,3,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Cody Ransom,27,SFG,NL,20,28,27,7,6,1,0,1,1,0,0,1,11,0.222,0.25,0.37,0.62,10,0,0,0,0,0
Britt Reames,29,MON,NL,2,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jeff Reboulet,39,PIT,NL,93,299,261,37,63,10,2,3,25,2,1,27,47,0.24100000000000002,0.321,0.33,0.65,86,6,4,6,1,3
Tim Redding,25,HOU,NL,32,60,50,4,10,3,0,0,2,0,0,2,19,0.2,0.231,0.26,0.491,13,0,0,8,0,0
Mark Redman,29,FLA,NL,28,66,61,0,1,0,0,0,1,0,0,1,31,0.016,0.032,0.016,0.049,1,1,0,4,0,0
Prentice Redman,23,NYM,NL,15,27,24,3,3,1,0,1,2,2,0,1,9,0.125,0.192,0.292,0.484,7,1,1,1,0,0
Tike Redman,26,PIT,NL,56,248,230,36,76,16,5,3,19,7,3,14,18,0.33,0.374,0.483,0.857,111,1,2,2,0,0
Mike Redmond,32,FLA,NL,59,141,125,12,30,7,1,0,11,0,0,7,16,0.24,0.302,0.312,0.614,39,2,5,2,2,0
Steve Reed,38,COL,NL,65,1,0,0,0,0,0,0,1,0,0,0,0,,0.0,,,0,0,0,0,1,0
Pokey Reese,30,PIT,NL,37,120,107,9,23,2,0,1,12,6,0,9,31,0.215,0.271,0.262,0.5329999999999999,28,2,0,2,2,1
Brian Reith,25,CIN,NL,41,7,7,0,0,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Chris Reitsma,25,CIN,NL,55,8,8,0,1,0,0,0,2,0,0,0,6,0.125,0.125,0.125,0.25,1,0,0,0,0,0
Desi Relaford,29,KCR,AL,141,557,500,70,127,27,5,8,59,20,4,40,70,0.254,0.315,0.376,0.691,188,10,6,8,3,1
Mike Remlinger,37,CHC,NL,69,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Edgar Renteria,26,STL,NL,157,663,587,96,194,47,1,13,100,34,7,65,54,0.33,0.39399999999999996,0.48,0.8740000000000001,282,21,1,3,7,12
Michael Restovich,24,MIN,AL,24,64,53,10,15,3,2,0,4,0,0,10,12,0.28300000000000003,0.406,0.415,0.821,22,3,1,0,0,0
Carlos Reyes,34,TBD,AL,1,2,1,0,0,0,0,0,0,0,0,1,0,0.0,0.5,0.0,0.5,0,0,0,0,0,0
Dennys Reyes,26,ARI,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jose Reyes,20,NYM,NL,69,292,274,47,84,12,4,5,32,13,3,13,36,0.307,0.33399999999999996,0.434,0.769,119,1,0,2,3,0
Rene Reyes,25,COL,NL,53,123,116,13,30,7,1,2,7,2,1,5,19,0.259,0.287,0.38799999999999996,0.675,45,3,0,1,1,0
Shane Reynolds,35,ATL,NL,28,65,54,0,5,0,0,0,3,0,0,1,26,0.09300000000000001,0.109,0.09300000000000001,0.20199999999999999,5,1,0,10,0,0
Arthur Rhodes,33,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Chris Richard,29,COL,NL,19,30,27,3,6,1,1,1,3,0,1,3,6,0.222,0.3,0.444,0.7440000000000001,12,1,0,0,0,0
John Riedling,27,CIN,NL,54,19,18,2,4,0,0,0,2,0,0,0,10,0.222,0.222,0.222,0.444,4,0,0,1,0,0
Adam Riggs,30,ANA,AL,24,72,61,11,15,4,1,3,5,3,1,9,9,0.24600000000000002,0.34299999999999997,0.49200000000000005,0.835,30,2,0,2,0,0
Juan Rincon,24,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ricardo Rincon,33,OAK,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Armando Rios,31,CHW,AL,49,112,104,4,22,3,0,2,11,0,1,5,13,0.212,0.245,0.298,0.544,31,6,0,2,1,0
David Riske,26,CLE,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Todd Ritchie,31,MIL,NL,5,11,9,0,2,0,0,0,0,0,0,0,2,0.222,0.222,0.222,0.444,2,0,0,2,0,0
Luis Rivas,23,MIN,AL,135,521,475,69,123,16,9,8,43,17,7,30,65,0.259,0.308,0.381,0.6890000000000001,181,20,5,8,3,0
Carlos Rivera,25,PIT,NL,78,107,95,12,21,5,0,3,10,0,0,8,28,0.221,0.28300000000000003,0.368,0.6509999999999999,35,2,1,1,2,2
Juan Rivera,24,NYY,AL,57,185,173,22,46,14,0,7,26,0,0,10,27,0.266,0.304,0.46799999999999997,0.773,81,8,0,1,1,1
Mariano Rivera,33,NYY,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Rivera,26,SDP,NL,19,58,53,2,9,1,0,1,2,0,0,5,11,0.17,0.24100000000000002,0.245,0.48700000000000004,13,4,0,0,0,0
Ruben Rivera,29,SFG,NL,31,55,50,6,9,2,0,2,4,1,0,5,14,0.18,0.255,0.34,0.595,17,0,0,0,0,1
Joe Roa,31,SDP,NL,18,3,3,0,1,0,0,0,0,0,0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Jason Roach,27,NYM,NL,1,2,2,0,2,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,2,0,0,0,0,0
Brian Roberts,25,BAL,AL,112,512,460,65,124,22,4,5,41,23,6,46,58,0.27,0.337,0.36700000000000005,0.7040000000000001,169,9,1,4,1,1
Dave Roberts,31,LAD,NL,107,440,388,56,97,6,5,2,16,40,14,43,39,0.25,0.331,0.307,0.638,119,0,4,5,0,1
Grant Roberts,25,NYM,NL,18,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Willis Roberts,28,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jeriome Robertson,26,HOU,NL,31,58,52,4,8,0,1,0,3,0,0,1,14,0.154,0.17,0.192,0.36200000000000004,10,2,0,5,0,0
Kerry Robinson,29,STL,NL,116,221,208,19,52,6,3,1,16,6,1,8,27,0.25,0.281,0.322,0.603,67,3,1,4,0,3
Alex Rodriguez,27,TEX,AL,161,715,607,124,181,30,6,47,118,17,3,87,126,0.298,0.396,0.6,0.995,364,16,15,0,6,10
Felix Rodriguez,30,SFG,NL,63,1,1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,1,0,0,0,0,0
Francisco Rodriguez,21,ANA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ivan Rodriguez,31,FLA,NL,144,578,511,90,152,36,3,16,85,10,6,55,92,0.297,0.369,0.474,0.843,242,18,6,1,5,6
Ricardo Rodriguez,25,CLE,AL,2,3,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Kenny Rogers,38,MIN,AL,2,5,4,1,0,0,0,0,0,0,0,1,1,0.0,0.2,0.0,0.2,0,0,0,0,0,0
Scott Rolen,28,STL,NL,154,657,559,98,160,49,1,28,104,13,3,82,104,0.28600000000000003,0.382,0.528,0.91,295,19,9,0,7,5
Jimmy Rollins,24,PHI,NL,156,689,628,85,165,42,6,8,62,20,12,54,113,0.263,0.32,0.387,0.7070000000000001,243,9,0,5,2,4
Damian Rolls,25,TBD,AL,107,404,373,43,95,20,0,7,46,11,3,19,84,0.255,0.301,0.365,0.6659999999999999,136,5,7,2,3,1
Jason Romano,24,LAD,NL,37,37,36,3,3,0,0,0,0,2,0,1,8,0.083,0.10800000000000001,0.083,0.191,3,2,0,0,0,0
J.C. Romero,27,MIN,AL,3,1,1,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Mandy Romero,35,COL,NL,3,9,7,2,3,1,0,0,0,0,0,0,1,0.429,0.556,0.5710000000000001,1.127,4,1,2,0,0,0
Matt Roney,23,DET,AL,4,2,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,1,0,0,0,0,0
Rodrigo Rosario,25,HOU,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Cody Ross,22,DET,AL,6,22,19,1,4,1,0,1,5,0,0,1,3,0.21100000000000002,0.28600000000000003,0.42100000000000004,0.7070000000000001,8,0,1,1,0,0
David Ross,26,LAD,NL,40,140,124,19,32,7,0,10,18,0,0,13,42,0.258,0.336,0.556,0.892,69,4,2,0,1,0
Aaron Rowand,25,CHW,AL,93,170,157,22,45,8,0,6,24,0,0,7,21,0.287,0.327,0.452,0.78,71,1,3,2,1,0
Wilkin Ruan,24,LAD,NL,21,41,41,2,9,2,1,0,2,1,0,0,7,0.22,0.22,0.317,0.537,13,0,0,0,0,0
Kirk Rueter,32,SFG,NL,26,61,53,5,7,0,0,0,3,1,0,2,8,0.132,0.16399999999999998,0.132,0.29600000000000004,7,0,0,6,0,0
Ryan Rupe,28,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Glendon Rusch,28,MIL,NL,32,41,34,2,7,0,0,0,2,0,0,3,7,0.20600000000000002,0.27,0.20600000000000002,0.47600000000000003,7,2,0,4,0,0
B.J. Ryan,27,BAL,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Mike Ryan,25,MIN,AL,27,68,61,13,24,7,0,5,13,2,1,6,12,0.39299999999999996,0.441,0.754,1.195,46,4,0,0,1,0
Kirk Saarloos,24,HOU,NL,31,9,5,0,0,0,0,0,1,0,0,1,0,0.0,0.16699999999999998,0.0,0.16699999999999998,0,0,0,3,0,0
CC Sabathia,22,CLE,AL,3,6,6,1,3,0,0,0,0,0,0,0,1,0.5,0.5,0.5,1.0,3,0,0,0,0,0
Donnie Sadler,28,TEX,AL,77,150,131,27,26,5,2,1,5,4,3,13,34,0.198,0.27699999999999997,0.29,0.5670000000000001,38,1,2,2,2,0
Tim Salmon,34,ANA,AL,148,621,528,78,145,35,4,19,72,3,1,77,93,0.275,0.374,0.46399999999999997,0.838,245,12,10,0,6,3
Alex Sanchez,26,DET,AL,101,423,394,43,114,13,5,1,22,44,18,18,46,0.289,0.32,0.355,0.675,140,4,1,7,3,0
Duaner Sanchez,23,PIT,NL,6,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Felix Sanchez,21,CHC,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Freddy Sanchez,25,BOS,AL,20,34,34,6,8,2,0,0,2,0,0,0,8,0.235,0.235,0.294,0.529,10,0,0,0,0,0
Jesus Sanchez,28,COL,NL,9,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Rey Sanchez,35,SEA,AL,46,186,170,22,50,5,1,0,11,1,0,8,21,0.294,0.33,0.335,0.665,57,3,2,4,2,1
Jared Sandberg,25,TBD,AL,55,156,136,15,29,10,1,6,23,0,0,16,52,0.213,0.305,0.434,0.7390000000000001,59,3,2,2,0,1
David Sanders,23,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Reggie Sanders,35,PIT,NL,130,498,453,74,129,27,4,31,87,15,5,38,110,0.285,0.345,0.5670000000000001,0.9129999999999999,257,10,5,0,2,4
Johan Santana,24,MIN,AL,4,3,3,0,1,0,0,0,0,0,0,0,1,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,0,0,0,0,0
Benito Santiago,38,SFG,NL,108,434,401,53,112,21,2,11,56,0,1,29,69,0.27899999999999997,0.32899999999999996,0.424,0.753,170,13,2,0,2,0
Jose Santiago,28,CLE,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Ramon Santiago,23,DET,AL,141,507,444,41,100,18,1,2,29,10,4,33,66,0.225,0.292,0.284,0.5760000000000001,126,9,10,18,2,0
Angel Santos,23,CLE,AL,32,80,76,9,17,3,1,3,6,1,1,3,18,0.22399999999999998,0.253,0.408,0.6609999999999999,31,0,0,1,0,0
Francisco Santos,29,SFG,NL,8,15,15,2,3,2,0,1,1,0,0,0,3,0.2,0.2,0.5329999999999999,0.733,8,0,0,0,0,0
Victor Santos,26,TEX,AL,2,3,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Dane Sardinha,24,CIN,NL,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Kazuhiro Sasaki,35,SEA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Scott Sauerbeck,31,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Curt Schilling,36,ARI,NL,24,59,52,4,3,0,0,0,0,0,0,3,21,0.057999999999999996,0.109,0.057999999999999996,0.16699999999999998,3,0,0,4,0,0
Jason Schmidt,30,SFG,NL,28,78,61,2,4,0,0,0,0,0,0,2,30,0.066,0.095,0.066,0.161,4,0,0,15,0,0
Brian Schneider,26,MON,NL,108,377,335,34,77,26,1,9,46,0,2,37,75,0.23,0.309,0.39399999999999996,0.703,132,12,2,1,2,8
Scott Schoeneweis,29,ANA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Marco Scutaro,27,NYM,NL,48,91,75,10,16,4,0,2,6,2,0,13,14,0.213,0.33299999999999996,0.34700000000000003,0.68,26,1,1,1,1,2
Rudy Seanez,34,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Todd Sears,27,SDP,NL,9,8,8,2,2,1,0,0,0,0,0,0,3,0.25,0.25,0.375,0.625,3,0,0,0,0,0
David Segui,36,BAL,AL,67,252,224,26,59,10,1,5,25,1,0,26,47,0.263,0.341,0.384,0.725,86,8,1,0,1,2
Fernando Seguignol,28,NYY,AL,5,8,7,0,1,0,0,0,0,0,0,1,3,0.14300000000000002,0.25,0.14300000000000002,0.39299999999999996,1,0,0,0,0,0
Bill Selby,33,CLE,AL,27,44,39,3,4,1,0,0,5,0,0,3,11,0.10300000000000001,0.163,0.128,0.29100000000000004,5,0,0,1,1,0
Aaron Sele,33,ANA,AL,1,3,3,0,1,0,0,0,0,0,0,0,0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.667,1,1,0,0,0,0
Jae Weong Seo,26,NYM,NL,33,58,51,3,5,1,0,0,0,0,0,3,19,0.098,0.14800000000000002,0.11800000000000001,0.266,6,0,0,4,0,0
Dan Serafini,29,CIN,NL,11,7,6,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0,0,0,1,0,0
Scott Service,36,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Richie Sexson,28,MIL,NL,162,718,606,97,165,28,2,45,124,2,3,98,151,0.272,0.379,0.5479999999999999,0.927,332,18,9,0,5,7
Ben Sheets,24,MIL,NL,33,72,66,0,5,0,0,0,2,0,0,1,35,0.076,0.09,0.076,0.165,5,0,0,5,0,0
Gary Sheffield,34,ATL,NL,155,678,576,126,190,37,2,39,132,18,4,86,55,0.33,0.419,0.604,1.023,348,16,8,0,8,6
Scot Shields,27,ANA,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Jason Shiell,26,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Tsuyoshi Shinjo,31,NYM,NL,62,124,114,10,22,3,0,1,7,0,1,6,12,0.193,0.23800000000000002,0.24600000000000002,0.483,28,0,1,2,1,1
Brian Shouse,34,TEX,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0
Paul Shuey,32,LAD,NL,59,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Terry Shumpert,36,TBD,AL,59,99,84,14,16,5,2,2,7,1,0,10,17,0.19,0.289,0.369,0.6579999999999999,31,0,2,2,1,0
Ruben Sierra,37,NYY,AL,63,189,174,19,48,8,1,6,31,1,0,13,20,0.276,0.32299999999999995,0.43700000000000006,0.76,76,7,0,0,2,2
Carlos Silva,24,PHI,NL,60,10,9,0,2,1,0,0,1,0,0,0,2,0.222,0.222,0.33299999999999996,0.556,3,1,0,1,0,0
Randall Simon,28,CHC,NL,33,110,103,13,29,3,0,6,21,0,0,4,7,0.282,0.318,0.485,0.804,50,1,2,0,1,1
Jason Simontacchi,29,STL,NL,46,38,38,3,5,1,0,0,0,0,0,0,14,0.132,0.132,0.158,0.289,6,0,0,0,0,0
Chris Singleton,30,OAK,AL,120,341,306,38,75,24,1,1,36,7,2,26,55,0.245,0.301,0.34,0.6409999999999999,104,2,1,2,6,4
Dan Smith,27,MON,NL,30,2,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Jason Smith,25,TBD,AL,1,4,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,1,0,0,0,0,0
Mark Smith,33,MIL,NL,33,69,63,8,15,4,0,3,10,0,0,4,13,0.23800000000000002,0.275,0.444,0.72,28,5,0,0,2,0
Stephen Smitherman,24,CIN,NL,21,47,44,3,7,2,0,1,6,1,0,3,9,0.159,0.213,0.273,0.485,12,0,0,0,0,0
John Smoltz,36,ATL,NL,58,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
J.T. Snow,35,SFG,NL,103,396,330,48,90,18,3,8,51,1,2,55,55,0.273,0.387,0.418,0.8059999999999999,138,7,8,1,2,0
Kyle Snyder,25,KCR,AL,1,2,2,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0
Luis Sojo,38,NYY,AL,3,4,4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
